seed,score,percentage
10478,584,80
11052,584,80
11790,584,80
11921,584,80
12098,584,80
12157,584,80
12167,584,80
12553,584,80
13090,584,80
13107,584,80
13292,584,80
14434,584,80
14793,584,80
14806,584,80
15670,584,80
16006,584,80
17415,584,80
17594,584,80
17704,584,80
18065,584,80
18230,584,80
19822,584,80
20760,584,80
21205,584,80
21293,584,80
21432,584,80
21535,584,80
21635,584,80
21791,584,80
22085,584,80
22536,584,80
22743,584,80
23093,584,80
23440,584,80
23688,584,80
24013,584,80
24036,584,80
24346,584,80
24447,584,80
24880,584,80
25010,584,80
25091,584,80
26476,584,80
26526,584,80
26928,584,80
28752,584,80
29496,584,80
30191,584,80
30314,584,80
30431,584,80
30499,584,80
30913,584,80
30969,584,80
31077,584,80
31804,584,80
32005,584,80
32367,584,80
32958,584,80
32963,584,80
33243,584,80
33785,584,80
34193,584,80
35299,584,80
35885,584,80
36136,584,80
36280,584,80
36630,584,80
37123,584,80
37303,584,80
37941,584,80
38087,584,80
38863,584,80
39700,584,80
40058,584,80
40215,584,80
40256,584,80
40584,584,80
40597,584,80
40786,584,80
41357,584,80
41424,584,80
42291,584,80
43429,584,80
43469,584,80
43825,584,80
44543,584,80
44877,584,80
45274,584,80
45778,584,80
46320,584,80
46909,584,80
47655,584,80
48190,584,80
49496,584,80
49770,584,80
50226,584,80
50492,584,80
50708,584,80
50980,584,80
51369,584,80
51568,584,80
51647,584,80
51991,584,80
52181,584,80
53172,584,80
53988,584,80
54009,584,80
54266,584,80
54300,584,80
55276,584,80
55689,584,80
55739,584,80
55941,584,80
57053,584,80
58002,584,80
58597,584,80
58928,584,80
59674,584,80
59973,584,80
60320,584,80
60343,584,80
61195,584,80
61220,584,80
61476,584,80
61872,584,80
61961,584,80
62022,584,80
62078,584,80
64679,584,80
64682,584,80
64947,584,80
66016,584,80
66294,584,80
66718,584,80
68017,584,80
68033,584,80
68177,584,80
68216,584,80
68328,584,80
68563,584,80
68785,584,80
68807,584,80
68846,584,80
69238,584,80
69255,584,80
69389,584,80
69877,584,80
70308,584,80
70989,584,80
72185,584,80
72792,584,80
73027,584,80
73122,584,80
74278,584,80
74311,584,80
74495,584,80
74822,584,80
75313,584,80
75749,584,80
76033,584,80
76087,584,80
76143,584,80
76199,584,80
77008,584,80
77120,584,80
78442,584,80
78762,584,80
79399,584,80
79555,584,80
79589,584,80
79942,584,80
80457,584,80
80724,584,80
80866,584,80
81126,584,80
81619,584,80
82594,584,80
82915,584,80
83427,584,80
83759,584,80
84299,584,80
84643,584,80
85238,584,80
85262,584,80
85638,584,80
85883,584,80
86173,584,80
86525,584,80
88202,584,80
88614,584,80
89754,584,80
90069,584,80
90193,584,80
90313,584,80
90953,584,80
91554,584,80
92337,584,80
93774,584,80
94191,584,80
95977,584,80
96050,584,80
96804,584,80
97007,584,80
97479,584,80
98233,584,80
98939,584,80
99220,584,80
4440,585,80
4499,585,80
7650,585,80
7843,585,80
8698,585,80
8925,585,80
8962,585,80
9852,585,80
11428,585,80
12583,585,80
13708,585,80
14246,585,80
14276,585,80
15034,585,80
15311,585,80
15374,585,80
15620,585,80
16772,585,80
17294,585,80
18056,585,80
19838,585,80
20255,585,80
20312,585,80
20594,585,80
21183,585,80
22056,585,80
22474,585,80
22817,585,80
24148,585,80
25294,585,80
27276,585,80
29107,585,80
31803,585,80
32460,585,80
33264,585,80
35863,585,80
36208,585,80
37569,585,80
37594,585,80
37726,585,80
39196,585,80
39579,585,80
40244,585,80
40658,585,80
41499,585,80
41817,585,80
43107,585,80
43679,585,80
44184,585,80
44243,585,80
44808,585,80
44810,585,80
44893,585,80
44984,585,80
45734,585,80
46249,585,80
46602,585,80
47388,585,80
48361,585,80
48754,585,80
49708,585,80
50939,585,80
51190,585,80
51246,585,80
52238,585,80
52331,585,80
53748,585,80
54445,585,80
55639,585,80
56627,585,80
56851,585,80
57138,585,80
57888,585,80
58606,585,80
58939,585,80
59919,585,80
59934,585,80
59976,585,80
60531,585,80
60919,585,80
61309,585,80
61588,585,80
63352,585,80
63653,585,80
63812,585,80
63888,585,80
65133,585,80
67028,585,80
67171,585,80
69423,585,80
69739,585,80
69763,585,80
71030,585,80
71302,585,80
71791,585,80
72342,585,80
74083,585,80
74151,585,80
75310,585,80
76751,585,80
76823,585,80
76983,585,80
77005,585,80
79019,585,80
79188,585,80
79578,585,80
80794,585,80
84127,585,80
84815,585,80
85067,585,80
86052,585,80
86524,585,80
86943,585,80
86991,585,80
88773,585,80
89537,585,80
90014,585,80
90390,585,80
90416,585,80
91259,585,80
92900,585,80
93809,585,80
94672,585,80
95963,585,80
95972,585,80
96461,585,80
97313,585,80
97820,585,80
98252,585,80
98309,585,80
98392,585,80
98454,585,80
99105,585,80
267,586,80
1083,586,80
1095,586,80
2502,586,80
3736,586,80
3830,586,80
4203,586,80
4633,586,80
5175,586,80
6033,586,80
6165,586,80
6332,586,80
6375,586,80
7960,586,80
8782,586,80
9790,586,80
10890,586,80
11269,586,80
11506,586,80
11913,586,80
12121,586,80
12486,586,80
12782,586,80
12820,586,80
13193,586,80
13308,586,80
13599,586,80
13754,586,80
16016,586,80
16275,586,80
16558,586,80
17569,586,80
18159,586,80
18327,586,80
18487,586,80
19061,586,80
19434,586,80
19948,586,80
20189,586,80
20489,586,80
21810,586,80
21882,586,80
22063,586,80
22152,586,80
23124,586,80
23198,586,80
24494,586,80
24496,586,80
24645,586,80
25158,586,80
26169,586,80
26196,586,80
27508,586,80
27851,586,80
27932,586,80
28164,586,80
28803,586,80
28968,586,80
29418,586,80
29735,586,80
29780,586,80
31434,586,80
31982,586,80
32922,586,80
33437,586,80
34571,586,80
34845,586,80
35643,586,80
36101,586,80
36180,586,80
36773,586,80
36959,586,80
37189,586,80
37246,586,80
38902,586,80
40087,586,80
40273,586,80
40365,586,80
41568,586,80
42120,586,80
43487,586,80
43971,586,80
44523,586,80
45091,586,80
45133,586,80
45303,586,80
45338,586,80
45755,586,80
47072,586,80
47185,586,80
47885,586,80
49116,586,80
49971,586,80
50547,586,80
51293,586,80
51584,586,80
52518,586,80
52646,586,80
53084,586,80
53163,586,80
53876,586,80
56807,586,80
57102,586,80
57205,586,80
57408,586,80
57789,586,80
58080,586,80
58158,586,80
58242,586,80
58605,586,80
58896,586,80
59027,586,80
59119,586,80
59389,586,80
60013,586,80
60239,586,80
60295,586,80
60359,586,80
60914,586,80
61680,586,80
61954,586,80
62714,586,80
62917,586,80
62993,586,80
63134,586,80
63175,586,80
63739,586,80
64017,586,80
64030,586,80
64373,586,80
64573,586,80
64877,586,80
65671,586,80
65827,586,80
66179,586,80
67165,586,80
67221,586,80
67690,586,80
68294,586,80
68379,586,80
70518,586,80
70876,586,80
71191,586,80
71776,586,80
71948,586,80
72535,586,80
73138,586,80
74356,586,80
74459,586,80
75289,586,80
75723,586,80
75766,586,80
76282,586,80
76611,586,80
76830,586,80
77562,586,80
77904,586,80
78187,586,80
78933,586,80
79974,586,80
80271,586,80
80336,586,80
81247,586,80
81363,586,80
83290,586,80
83418,586,80
84902,586,80
85239,586,80
85526,586,80
85826,586,80
86102,586,80
87718,586,80
87851,586,80
87917,586,80
88078,586,80
89945,586,80
91978,586,80
92255,586,80
92351,586,80
94720,586,80
95024,586,80
95327,586,80
96549,586,80
98599,586,80
99255,586,80
3624,587,80
3873,587,80
4047,587,80
4179,587,80
4265,587,80
4596,587,80
4790,587,80
5219,587,80
6122,587,80
7144,587,80
7361,587,80
7370,587,80
7477,587,80
7533,587,80
7553,587,80
7683,587,80
8035,587,80
8163,587,80
8205,587,80
8380,587,80
9196,587,80
10968,587,80
12594,587,80
12859,587,80
13940,587,80
14024,587,80
14932,587,80
16875,587,80
17526,587,80
17810,587,80
18189,587,80
18900,587,80
18924,587,80
19000,587,80
19834,587,80
20623,587,80
20625,587,80
20968,587,80
21301,587,80
21736,587,80
21787,587,80
22475,587,80
24544,587,80
24895,587,80
25650,587,80
26200,587,80
26311,587,80
32329,587,80
32833,587,80
33206,587,80
34156,587,80
35168,587,80
35402,587,80
35769,587,80
35876,587,80
36911,587,80
37024,587,80
37307,587,80
37681,587,80
37871,587,80
37924,587,80
38135,587,80
38453,587,80
38822,587,80
38849,587,80
39691,587,80
41279,587,80
41334,587,80
42087,587,80
42756,587,80
42869,587,80
44310,587,80
44950,587,80
45708,587,80
45748,587,80
46079,587,80
46217,587,80
46573,587,80
46641,587,80
46843,587,80
47026,587,80
47029,587,80
47271,587,80
47429,587,80
48067,587,80
48536,587,80
48703,587,80
48964,587,80
49304,587,80
49683,587,80
49918,587,80
50871,587,80
51383,587,80
51670,587,80
51968,587,80
53707,587,80
53799,587,80
54141,587,80
54363,587,80
54519,587,80
56759,587,80
57435,587,80
57826,587,80
58983,587,80
59096,587,80
59179,587,80
59706,587,80
60771,587,80
61716,587,80
63776,587,80
68141,587,80
69114,587,80
69501,587,80
69535,587,80
71396,587,80
72874,587,80
74204,587,80
74338,587,80
74896,587,80
75337,587,80
75469,587,80
75752,587,80
75808,587,80
76330,587,80
76546,587,80
80442,587,80
81013,587,80
81778,587,80
82000,587,80
82278,587,80
82581,587,80
83403,587,80
86780,587,80
87763,587,80
87920,587,80
88786,587,80
89567,587,80
89949,587,80
90354,587,80
90881,587,80
91408,587,80
92815,587,80
94509,587,80
94794,587,80
95380,587,80
96108,587,80
97543,587,80
97579,587,80
97661,587,80
97934,587,80
98569,587,80
99893,587,80
905,588,80
3213,588,80
3834,588,80
4516,588,80
5425,588,80
6952,588,80
7767,588,80
10123,588,80
10743,588,80
11250,588,80
11992,588,80
12637,588,80
12843,588,80
12846,588,80
13988,588,80
14328,588,80
14802,588,80
14875,588,80
15847,588,80
15962,588,80
16183,588,80
16236,588,80
16468,588,80
17388,588,80
17522,588,80
18273,588,80
18274,588,80
20009,588,80
22638,588,80
22696,588,80
23084,588,80
23486,588,80
23617,588,80
24381,588,80
24479,588,80
28376,588,80
29798,588,80
30537,588,80
30662,588,80
30819,588,80
30832,588,80
31132,588,80
32810,588,80
34747,588,80
34787,588,80
37543,588,80
37735,588,80
37928,588,80
38757,588,80
40073,588,80
40499,588,80
41613,588,80
41985,588,80
42938,588,80
45608,588,80
45988,588,80
46449,588,80
46493,588,80
46834,588,80
47264,588,80
47483,588,80
47706,588,80
48823,588,80
49362,588,80
51196,588,80
51434,588,80
51751,588,80
53489,588,80
53939,588,80
56425,588,80
57160,588,80
58347,588,80
58982,588,80
59940,588,80
60651,588,80
61232,588,80
61405,588,80
61464,588,80
63209,588,80
64855,588,80
65210,588,80
67587,588,80
67700,588,80
68172,588,80
68536,588,80
69078,588,80
69792,588,80
70005,588,80
70055,588,80
70609,588,80
71946,588,80
72025,588,80
72389,588,80
73297,588,80
73630,588,80
74647,588,80
74677,588,80
76013,588,80
76022,588,80
76167,588,80
76752,588,80
77395,588,80
78043,588,80
79024,588,80
79531,588,80
79755,588,80
81276,588,80
82453,588,80
82473,588,80
82780,588,80
83311,588,80
83485,588,80
83696,588,80
83825,588,80
84459,588,80
85710,588,80
86756,588,80
87315,588,80
88763,588,80
88955,588,80
89556,588,80
90810,588,80
90994,588,80
91246,588,80
93982,588,80
94337,588,80
94339,588,80
94900,588,80
95447,588,80
96144,588,80
97115,588,80
98033,588,80
98305,588,80
99145,588,80
99379,588,80
1005,589,80
1813,589,80
1888,589,80
2769,589,80
3096,589,80
3639,589,80
4207,589,80
4620,589,80
5668,589,80
6931,589,80
7569,589,80
7905,589,80
8340,589,80
9764,589,80
9954,589,80
10338,589,80
10739,589,80
11996,589,80
12750,589,80
13033,589,80
13731,589,80
14207,589,80
14457,589,80
14791,589,80
14861,589,80
15035,589,80
15091,589,80
15402,589,80
15530,589,80
15705,589,80
15807,589,80
15945,589,80
16262,589,80
17681,589,80
17784,589,80
18417,589,80
19532,589,80
20719,589,80
21043,589,80
21172,589,80
21794,589,80
22120,589,80
25127,589,80
25245,589,80
25913,589,80
26201,589,80
26613,589,80
26793,589,80
27045,589,80
27370,589,80
28187,589,80
28381,589,80
28495,589,80
29086,589,80
30216,589,80
30967,589,80
31569,589,80
31711,589,80
32092,589,80
32097,589,80
32212,589,80
32278,589,80
32431,589,80
32438,589,80
32528,589,80
33522,589,80
33778,589,80
35333,589,80
35785,589,80
37873,589,80
38614,589,80
38682,589,80
38786,589,80
39378,589,80
39390,589,80
39604,589,80
40147,589,80
40230,589,80
40457,589,80
40707,589,80
41242,589,80
41354,589,80
42294,589,80
42551,589,80
43053,589,80
43368,589,80
43895,589,80
44493,589,80
44531,589,80
45069,589,80
45458,589,80
45888,589,80
45892,589,80
46840,589,80
47984,589,80
49014,589,80
49180,589,80
49421,589,80
49567,589,80
50159,589,80
50175,589,80
51141,589,80
52229,589,80
53042,589,80
53247,589,80
54097,589,80
54229,589,80
54478,589,80
55574,589,80
55740,589,80
56016,589,80
57975,589,80
58538,589,80
58859,589,80
59547,589,80
59995,589,80
60135,589,80
60228,589,80
60954,589,80
61582,589,80
61688,589,80
61754,589,80
62176,589,80
62800,589,80
64019,589,80
64179,589,80
64668,589,80
64897,589,80
65916,589,80
67090,589,80
67373,589,80
67561,589,80
67597,589,80
67637,589,80
68445,589,80
68965,589,80
69203,589,80
69856,589,80
70572,589,80
71731,589,80
71851,589,80
71917,589,80
72848,589,80
73057,589,80
73197,589,80
74372,589,80
75514,589,80
75708,589,80
77700,589,80
77839,589,80
77874,589,80
78341,589,80
79106,589,80
79666,589,80
79764,589,80
80809,589,80
81294,589,80
81425,589,80
81862,589,80
82536,589,80
83788,589,80
84955,589,80
85498,589,80
85707,589,80
85721,589,80
86420,589,80
87133,589,80
87336,589,80
87934,589,80
88111,589,80
88490,589,80
88989,589,80
90111,589,80
90167,589,80
90524,589,80
90585,589,80
91236,589,80
91944,589,80
93270,589,80
93342,589,80
94149,589,80
94296,589,80
95316,589,80
95777,589,80
96065,589,80
97145,589,80
98209,589,80
433,590,80
887,590,80
3398,590,80
3734,590,80
4617,590,80
4787,590,80
5634,590,80
6255,590,80
8822,590,80
9918,590,80
9940,590,80
10189,590,80
10219,590,80
11728,590,80
12953,590,80
13263,590,80
13443,590,80
13814,590,80
15274,590,80
15637,590,80
15721,590,80
15819,590,80
17142,590,80
17432,590,80
17839,590,80
19393,590,80
19493,590,80
19747,590,80
20147,590,80
20477,590,80
20553,590,80
21268,590,80
22408,590,80
22410,590,80
22609,590,80
22857,590,80
23244,590,80
23306,590,80
24136,590,80
24159,590,80
24199,590,80
24473,590,80
25682,590,80
25796,590,80
26139,590,80
26440,590,80
27113,590,80
27256,590,80
28285,590,80
28772,590,80
29359,590,80
30661,590,80
30780,590,80
30808,590,80
30876,590,80
31217,590,80
34592,590,80
36351,590,80
37326,590,80
37845,590,80
38533,590,80
38649,590,80
39044,590,80
42463,590,80
42692,590,80
43138,590,80
44963,590,80
44965,590,80
45908,590,80
46777,590,80
47913,590,80
48477,590,80
50188,590,80
50310,590,80
50383,590,80
50669,590,80
50807,590,80
51696,590,80
51710,590,80
51732,590,80
51909,590,80
52527,590,80
52857,590,80
53320,590,80
53528,590,80
53893,590,80
55356,590,80
55940,590,80
56677,590,80
57086,590,80
57569,590,80
58144,590,80
58312,590,80
58372,590,80
59236,590,80
61007,590,80
61265,590,80
61663,590,80
63711,590,80
64023,590,80
64284,590,80
65645,590,80
68567,590,80
69144,590,80
69276,590,80
69383,590,80
69434,590,80
69455,590,80
69836,590,80
70953,590,80
70970,590,80
71158,590,80
71977,590,80
72070,590,80
72085,590,80
72457,590,80
72734,590,80
72876,590,80
74203,590,80
74383,590,80
74636,590,80
74767,590,80
75107,590,80
75384,590,80
76115,590,80
76153,590,80
76190,590,80
77187,590,80
77745,590,80
78094,590,80
79127,590,80
79922,590,80
80562,590,80
81022,590,80
81469,590,80
81917,590,80
82665,590,80
83593,590,80
84050,590,80
84181,590,80
84573,590,80
85160,590,80
86735,590,80
87002,590,80
88117,590,80
88387,590,80
89183,590,80
89272,590,80
89549,590,80
89998,590,80
90210,590,80
90609,590,80
90616,590,80
91240,590,80
91443,590,80
91743,590,80
92112,590,80
92275,590,80
92655,590,80
93254,590,80
94354,590,80
94928,590,80
95827,590,80
96162,590,80
97864,590,80
99203,590,80
99539,590,80
99736,590,80
172,591,80
390,591,80
440,591,80
615,591,80
1058,591,80
1300,591,80
2632,591,80
3422,591,80
3546,591,80
3935,591,80
5338,591,80
5636,591,80
5986,591,80
6222,591,80
6589,591,80
6812,591,80
7786,591,80
8415,591,80
8695,591,80
9522,591,80
9667,591,80
10589,591,80
10720,591,80
10923,591,80
11128,591,80
11431,591,80
11789,591,80
13697,591,80
14242,591,80
14300,591,80
15055,591,80
16640,591,80
16768,591,80
16807,591,80
17097,591,80
17366,591,80
17861,591,80
17971,591,80
18064,591,80
18393,591,80
18820,591,80
19394,591,80
19531,591,80
20127,591,80
20202,591,80
20598,591,80
20647,591,80
20652,591,80
22122,591,80
22424,591,80
22506,591,80
22672,591,80
23056,591,80
23892,591,80
23980,591,80
25052,591,80
25484,591,80
26620,591,80
27011,591,80
27151,591,80
27455,591,80
27629,591,80
28053,591,80
28241,591,80
29705,591,80
30149,591,80
31421,591,80
31807,591,80
32627,591,80
33370,591,80
36121,591,80
36309,591,80
36316,591,80
37068,591,80
37125,591,80
39479,591,80
39768,591,80
40520,591,80
42231,591,80
42397,591,80
42805,591,80
43277,591,80
44273,591,80
44622,591,80
44755,591,80
45562,591,80
45736,591,80
46914,591,80
47159,591,80
47520,591,80
47678,591,80
48197,591,80
48721,591,80
48884,591,80
49597,591,80
50266,591,80
51282,591,80
51403,591,80
53191,591,80
53569,591,80
54284,591,80
54580,591,80
56058,591,80
56391,591,80
57822,591,80
57839,591,80
59213,591,80
59455,591,80
61094,591,80
61248,591,80
62268,591,80
63222,591,80
63994,591,80
64026,591,80
64129,591,80
64203,591,80
64578,591,80
65438,591,80
66369,591,80
66878,591,80
67065,591,80
67350,591,80
67600,591,80
70072,591,80
70298,591,80
70625,591,80
71311,591,80
71331,591,80
71387,591,80
71590,591,80
71753,591,80
71872,591,80
72990,591,80
73016,591,80
73156,591,80
75338,591,80
75774,591,80
76030,591,80
76454,591,80
77320,591,80
77505,591,80
78286,591,80
78702,591,80
80561,591,80
80907,591,80
81614,591,80
81997,591,80
82219,591,80
82286,591,80
82477,591,80
82952,591,80
83677,591,80
83730,591,80
84210,591,80
85614,591,80
86646,591,80
89590,591,80
90628,591,80
91355,591,80
91393,591,80
91846,591,80
91913,591,80
92370,591,80
92859,591,80
92862,591,80
93174,591,80
94269,591,80
94277,591,80
94398,591,80
94795,591,80
95149,591,80
96281,591,80
96474,591,80
98058,591,80
99083,591,80
99315,591,80
99369,591,80
99605,591,80
99764,591,80
173,592,80
392,592,80
502,592,80
969,592,80
1118,592,80
1122,592,80
1247,592,80
1444,592,80
1795,592,80
1998,592,80
2339,592,80
3621,592,80
3749,592,80
5242,592,80
6384,592,80
8564,592,80
9760,592,80
10119,592,80
10237,592,80
14397,592,80
15175,592,80
15858,592,80
16162,592,80
16370,592,80
16899,592,80
17089,592,80
17279,592,80
20076,592,80
21188,592,80
21581,592,80
22754,592,80
23227,592,80
23414,592,80
24206,592,80
25354,592,80
26021,592,80
26102,592,80
26735,592,80
26778,592,80
26902,592,80
27512,592,80
28418,592,80
28449,592,80
28859,592,80
28983,592,80
29338,592,80
29396,592,80
29896,592,80
30355,592,80
30885,592,80
32059,592,80
33133,592,80
33827,592,80
34110,592,80
34256,592,80
36214,592,80
36666,592,80
36781,592,80
37364,592,80
38390,592,80
38422,592,80
38968,592,80
39782,592,80
39796,592,80
39832,592,80
39875,592,80
40534,592,80
41583,592,80
41969,592,80
42100,592,80
42127,592,80
42498,592,80
42563,592,80
43668,592,80
44215,592,80
44661,592,80
46524,592,80
46654,592,80
46712,592,80
47058,592,80
47842,592,80
48306,592,80
48371,592,80
48387,592,80
48950,592,80
49327,592,80
49389,592,80
49691,592,80
50917,592,80
51313,592,80
51904,592,80
52178,592,80
52479,592,80
52828,592,80
53504,592,80
55225,592,80
56379,592,80
56778,592,80
57173,592,80
58403,592,80
59627,592,80
59678,592,80
60064,592,80
60452,592,80
60969,592,80
61200,592,80
61355,592,80
61517,592,80
61987,592,80
62562,592,80
62865,592,80
64041,592,80
64559,592,80
65243,592,80
65465,592,80
66091,592,80
67527,592,80
67697,592,80
68632,592,80
68790,592,80
70849,592,80
71022,592,80
71120,592,80
71751,592,80
72687,592,80
73958,592,80
74913,592,80
74977,592,80
75795,592,80
75958,592,80
76118,592,80
76166,592,80
76212,592,80
76861,592,80
76921,592,80
77293,592,80
77464,592,80
78059,592,80
79317,592,80
80411,592,80
82061,592,80
82657,592,80
87989,592,80
90346,592,80
90806,592,80
91365,592,80
91605,592,80
92458,592,80
92926,592,80
93042,592,80
93655,592,80
94000,592,80
94522,592,80
94524,592,80
97975,592,80
98457,592,80
233,593,80
1163,593,80
1278,593,80
1432,593,80
2363,593,80
3322,593,80
3381,593,80
3648,593,80
4048,593,80
4063,593,80
4114,593,80
4581,593,80
5381,593,80
6267,593,80
7081,593,80
7609,593,80
7902,593,80
8981,593,80
9483,593,80
9610,593,80
9747,593,80
10449,593,80
10597,593,80
11887,593,80
11893,593,80
12922,593,80
13484,593,80
14528,593,80
14543,593,80
14777,593,80
18078,593,80
20634,593,80
20639,593,80
20681,593,80
20733,593,80
21508,593,80
21668,593,80
22423,593,80
22640,593,80
22914,593,80
23101,593,80
23669,593,80
23805,593,80
24115,593,80
24623,593,80
24693,593,80
25100,593,80
27207,593,80
27216,593,80
27310,593,80
27433,593,80
27528,593,80
28007,593,80
29761,593,80
30154,593,80
30908,593,80
30917,593,80
31014,593,80
31236,593,80
32042,593,80
32971,593,80
33396,593,80
34931,593,80
35305,593,80
36092,593,80
36260,593,80
37084,593,80
37151,593,80
37886,593,80
38045,593,80
39250,593,80
41070,593,80
41198,593,80
41998,593,80
42899,593,80
45066,593,80
46318,593,80
46841,593,80
46905,593,80
47295,593,80
47631,593,80
48195,593,80
49673,593,80
49702,593,80
53240,593,80
55043,593,80
55539,593,80
55895,593,80
57106,593,80
58018,593,80
58669,593,80
59259,593,80
59687,593,80
60090,593,80
61653,593,80
62031,593,80
62803,593,80
63501,593,80
63646,593,80
64680,593,80
65436,593,80
66151,593,80
66795,593,80
67063,593,80
67127,593,80
67299,593,80
68636,593,80
69258,593,80
70066,593,80
70103,593,80
70956,593,80
71550,593,80
72284,593,80
72785,593,80
72929,593,80
75442,593,80
76100,593,80
76136,593,80
77275,593,80
77550,593,80
77564,593,80
77769,593,80
77959,593,80
77966,593,80
78712,593,80
79504,593,80
80825,593,80
80864,593,80
81330,593,80
81340,593,80
81689,593,80
82199,593,80
82606,593,80
83163,593,80
83920,593,80
84005,593,80
84079,593,80
84818,593,80
86321,593,80
86386,593,80
87239,593,80
87649,593,80
87768,593,80
88113,593,80
89398,593,80
89432,593,80
90117,593,80
90202,593,80
91987,593,80
92160,593,80
94640,593,80
94931,593,80
94976,593,80
95222,593,80
95322,593,80
95458,593,80
95479,593,80
95943,593,80
96008,593,80
96451,593,80
96869,593,80
97196,593,80
97565,593,80
97607,593,80
97859,593,80
98287,593,80
99413,593,80
62,594,80
612,594,80
1304,594,80
1603,594,80
2673,594,80
2807,594,80
4608,594,80
4880,594,80
6380,594,80
6918,594,80
7560,594,80
8075,594,80
9209,594,80
11329,594,80
11523,594,80
11812,594,80
12027,594,80
12072,594,80
12354,594,80
12401,594,80
13406,594,80
13432,594,80
13512,594,80
13543,594,80
14107,594,80
14427,594,80
14996,594,80
15940,594,80
16202,594,80
17916,594,80
18165,594,80
18492,594,80
18655,594,80
19018,594,80
19413,594,80
19477,594,80
19592,594,80
19775,594,80
20336,594,80
21092,594,80
22149,594,80
22306,594,80
23323,594,80
24130,594,80
25418,594,80
27312,594,80
27314,594,80
28134,594,80
28780,594,80
29746,594,80
30497,594,80
30504,594,80
30554,594,80
31208,594,80
31311,594,80
32406,594,80
32786,594,80
32875,594,80
33255,594,80
33596,594,80
34435,594,80
34718,594,80
35162,594,80
36056,594,80
36288,594,80
36582,594,80
36831,594,80
37644,594,80
38367,594,80
38559,594,80
39530,594,80
39622,594,80
39693,594,80
41693,594,80
41975,594,80
42296,594,80
42393,594,80
42748,594,80
42819,594,80
42934,594,80
42999,594,80
43136,594,80
43157,594,80
43182,594,80
43274,594,80
43492,594,80
43519,594,80
45234,594,80
46004,594,80
46450,594,80
46466,594,80
46651,594,80
47330,594,80
47369,594,80
48080,594,80
48589,594,80
49433,594,80
49751,594,80
49781,594,80
50379,594,80
50414,594,80
51759,594,80
51765,594,80
52306,594,80
52433,594,80
52754,594,80
52830,594,80
53061,594,80
53511,594,80
53629,594,80
54432,594,80
54689,594,80
55673,594,80
56014,594,80
56115,594,80
56179,594,80
56259,594,80
56352,594,80
56496,594,80
56671,594,80
57762,594,80
58176,594,80
58258,594,80
58311,594,80
58462,594,80
60094,594,80
60180,594,80
60235,594,80
60391,594,80
60997,594,80
61201,594,80
63196,594,80
63780,594,80
64136,594,80
64455,594,80
64609,594,80
64878,594,80
65156,594,80
65655,594,80
66709,594,80
67254,594,80
68076,594,80
69089,594,80
69172,594,80
69293,594,80
69441,594,80
69493,594,80
69587,594,80
69939,594,80
69950,594,80
70216,594,80
71444,594,80
72577,594,80
73160,594,80
73240,594,80
73273,594,80
73317,594,80
73728,594,80
74786,594,80
74870,594,80
75097,594,80
75503,594,80
75633,594,80
76173,594,80
76557,594,80
77751,594,80
77771,594,80
78164,594,80
78196,594,80
78197,594,80
78711,594,80
78838,594,80
79124,594,80
79815,594,80
79902,594,80
79955,594,80
80335,594,80
80448,594,80
80784,594,80
82151,594,80
83086,594,80
83131,594,80
83135,594,80
84021,594,80
84432,594,80
84727,594,80
85299,594,80
86054,594,80
86587,594,80
87084,594,80
87585,594,80
87640,594,80
88124,594,80
88136,594,80
88307,594,80
89701,594,80
90577,594,80
90683,594,80
90691,594,80
90883,594,80
91608,594,80
92331,594,80
93633,594,80
94050,594,80
94363,594,80
94705,594,80
96062,594,80
96398,594,80
97132,594,80
97847,594,80
98499,594,80
98836,594,80
98964,594,80
99906,594,80
99959,594,80
459,595,80
1097,595,80
1342,595,80
2270,595,80
3345,595,80
3435,595,80
3711,595,80
4546,595,80
4727,595,80
4958,595,80
5085,595,80
7312,595,80
8530,595,80
8693,595,80
9337,595,80
9697,595,80
9751,595,80
10128,595,80
10548,595,80
10560,595,80
10616,595,80
10736,595,80
11237,595,80
11929,595,80
12067,595,80
12614,595,80
12909,595,80
13007,595,80
13025,595,80
13316,595,80
13421,595,80
13592,595,80
13696,595,80
14760,595,80
15326,595,80
15955,595,80
16145,595,80
16355,595,80
16420,595,80
16723,595,80
16744,595,80
16752,595,80
18516,595,80
18807,595,80
19119,595,80
19484,595,80
19518,595,80
19565,595,80
20461,595,80
20979,595,80
21071,595,80
21663,595,80
22329,595,80
22548,595,80
22867,595,80
22912,595,80
22934,595,80
23008,595,80
24923,595,80
25358,595,80
25400,595,80
26235,595,80
27073,595,80
27177,595,80
27179,595,80
27962,595,80
28063,595,80
28590,595,80
28811,595,80
29012,595,80
29259,595,80
29759,595,80
30619,595,80
30793,595,80
31687,595,80
32424,595,80
33914,595,80
34037,595,80
34549,595,80
34985,595,80
36011,595,80
36368,595,80
36529,595,80
37568,595,80
37793,595,80
38508,595,80
39365,595,80
39452,595,80
39882,595,80
39960,595,80
40393,595,80
41078,595,80
41278,595,80
42738,595,80
42998,595,80
46041,595,80
46227,595,80
46251,595,80
47418,595,80
47477,595,80
49162,595,80
49594,595,80
50296,595,80
50595,595,80
51819,595,80
52838,595,80
53016,595,80
53719,595,80
54594,595,80
54912,595,80
55176,595,80
55377,595,80
57510,595,80
58533,595,80
58793,595,80
59308,595,80
60025,595,80
